Number,OPID,CPY ID,Company,Opportunity,Creation Date,Project,Owner,Lead,Active / Paused / Closed,Progress,Reason,Closing,Value,Revenue Type,TCV,Notes,Pain,Economic Buyer,Champion,Decision Criteria,Decision Process,Drive,Closing Probability,Average of Time invested,Last Task,Active Follow Up Task?,CF * Probability,Scenarios,Month,Data Origin,Data Cluster,Time Spend on OPID,Value / h,Earlist OPID Closing Date,Exclude before 2020,Exclude before 20202,Quarter,Cashflow Plan per Quarter,Cashflow Plan per Quarter by Owner,Number of Opportunities per Quarter per Owner,Cashflow Plan by Owner,OPID Stage,Reporting Cluster,Revenue Type Name,TCV (Actual),TCV (Forecast) Type,Data Origin2,Remove (-1),Creation Date_Year-Week,RevenueCurrency,RevenueCurrencySymbol,ClosingDateWorking,CreationDateWorking
275,OPID275,CPY825980,Covestro Deutschland AG,Material Validation (Catchall for indirect sales),01 Oct 2021,Material Validation,Abhishek Parekh,,Active,4) Project Definition,,"Wednesday, 30 March 2022"," 20,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 5,000.00 € ",25%-50%,44621,Forecast,Revenue,#REF!,  ,"Wednesday, 30 March 2022",> 2020,,2022-Q1,"200,000 €","30,000 €",13,"2,308 €",4,1 - Revenue,ARR,20000,,Forecast,Unhide,2021-39,Euros,€,2022-03-30,2021-10-01
276,OPID276,CPY8252242,BIOTECH Dental SAS,Hyperganic Core | Dental Workflows,,Clear Aligner,Markus Finke,,Paused,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
277,OPID277,CPY8251106,Evonik Industries AG,Material Validation (Catchall for indirect sales),05 Nov 2021,Material Validation,Abhishek Parekh,,Active,2) First Contact,,"Thursday, 30 June 2022"," 20,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 5,000.00 € ",25%-50%,44713,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,2022-Q2,"300,000 €","45,000 €",14,"3,214 €",2,1 - Revenue,ARR,20000,,Forecast,Unhide,2021-44,Euros,€,2022-06-30,2021-11-05
277,OPID277,CPY8255123,"The Walking Company Holdings, Inc.",Workflow | Insoles,,Orthotics,Markus Finke,,Closed,3) Project Evaluation,B) no budget / resources,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,20000,,Forecast,Unhide,1900-52,,,,
278,OPID278,CPY8255130,Saucony Inc,Hyperganic Emboss & Lattice,,Footwear,Markus Finke,,Paused,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
279,OPID279,CPY8255181,Feel the World Inc.,Hyperganic Emboss,,Footwear,Markus Finke,,Active,3) Project Evaluation,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
280,OPID280,CPY8255295,schein orthopädie service KG,Insoles,,Orthotics,Markus Finke,,Active,9) Booked,,"Tuesday, 1 June 2021"," 11,750.00 € ", ARR ," 70,500.00 € ",,4,3,3,3,3,4,100%,#REF!,#REF!,," 11,750.00 € ",100%,44348,Forecast,Revenue,#REF!,  ,"Tuesday, 1 June 2021",> 2020,,2021-Q2,"100,000 €","100,000 €",8,"12,500 €",9,1 - Revenue,ARR,23500,TCV,Forecast,Unhide,1900-52,Euros,€,2021-06-01,
280,OPID280,CPY8255295,schein orthopädie service KG,Insoles,,Orthotics,Markus Finke,,Active,8) Forecast (Renewal),,"Saturday, 1 June 2024"," 11,750.00 € ", ARR ,,,4,3,3,3,3,4,100%,#REF!,#REF!,," 11,750.00 € ",100%,45444,Forecast,Revenue,#REF!,  ,"Tuesday, 1 June 2021",> 2020,,2024-Q2,,,2,0,8,1 - Revenue,ARR,23500,,Forecast,Unhide,1900-52,Euros,€,2024-06-01,
281,OPID281,CPY825771,Peopoly Inc Limited,Hyperganic Print x Circuit Board Bundle,,Hyperganic Print,Markus Finke,,Active,3) Project Evaluation,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
287,OPID287,CPY825284,BASF 3D Printing Solutions GmbH,Material Validation (Catchall for indirect sales),01 Aug 2021,Material Validation,Abhishek Parekh,,Active,4) Project Definition,,"Tuesday, 1 March 2022"," 15,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 3,750.00 € ",25%-50%,44621,Forecast,Revenue,#REF!,  ,"Tuesday, 1 March 2022",> 2020,,2022-Q1,"200,000 €","30,000 €",13,"2,308 €",4,1 - Revenue,ARR,15000,,Forecast,Unhide,2021-30,Euros,€,2022-03-01,2021-08-01
288,OPID288,CPY8255229,Umbro,Footwear Emboss,,Footwear,Markus Finke,,Paused,5) Pilot,B) no budget / resources,"Thursday, 3 February 2022"," 5,000.00 € ",,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44593,Forecast,Revenue,#REF!,  ,"Thursday, 3 February 2022",> 2020,,2022-Q1,"200,000 €","140,000 €",19,"7,368 €",5,#N/A,#N/A,5000,,Forecast,Unhide,1900-52,Euros,€,2022-02-03,
289,OPID289,CPY8255129,ARKK Copenhagen,Footwear Emboss,,Footwear,Markus Finke,,Paused,3) Project Evaluation,B) no budget / resources,," 2,000.00 € ",,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,2000,,Forecast,Unhide,1900-52,Euros,€,,
290,OPID290,CPY8251135,"Wanhua Chemical Group Co., Ltd.",Material Validation (Catchall for indirect sales),01 Jan 2020,Material Validation,Yiyi Lin,Existing Network,Active,4) Project Definition,G) no response / interest,"Thursday, 31 March 2022"," 15,000.00 € ", ARR ,,,,,3,,,2,25%,#REF!,#REF!,," 3,750.00 € ",25%-50%,44621,Forecast,Revenue,#REF!,  ,"Thursday, 31 March 2022",> 2020,,2022-Q1,"200,000 €","10,000 €",11,909 €,4,1 - Revenue,ARR,15000,,Forecast,Unhide,2020-1,Euros,€,2022-03-31,2020-01-01
291,OPID291,CPY8255147,"ATHLETIC PROPULSION LABS, LLC.",Footwear Emboss,,Footwear,Markus Finke,,Paused,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
292,OPID292,CPY8255627,Elite Orthotics,Insoles,,Orthotics,Markus Finke,,Active,9) Booked,,"Thursday, 20 May 2021"," 23,525.00 € ", ARR ," 70,575.00 € ",,4,3,3,3,3,4,100%,#REF!,#REF!,," 23,525.00 € ",100%,44317,Forecast,Revenue,#REF!,  ,"Thursday, 20 May 2021",> 2020,,2021-Q2,"100,000 €","100,000 €",8,"12,500 €",9,1 - Revenue,ARR,23525,TCV,Forecast,Unhide,1900-52,Euros,€,2021-05-20,
293,OPID293,CPY8255054,On AG,Footwear Emboss,,Footwear,Joris Debo,,Active,5) Pilot,,"Tuesday, 1 March 2022"," 3,277.00 € ",,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44621,Forecast,Revenue,#REF!,  ,"Tuesday, 1 March 2022",> 2020,,2022-Q1,"200,000 €",0 €,16,0 €,5,#N/A,#N/A,3277,,Forecast,Unhide,1900-52,Euros,€,2022-03-01,
294,OPID294,CPY8251163,ArianeGroup SAS,Workflow | Cooling Channels,,Discovery,Markus Finke,,Active,9) Booked,,"Thursday, 11 February 2021"," 14,403.46 € ", ARR ," 14,403.46 € ",,4,3,3,3,3,4,100%,#REF!,#REF!,," 14,403.46 € ",100%,44228,Forecast,Revenue,#REF!,  ,"Thursday, 11 February 2021",> 2020,,2021-Q1,"50,000 €","50,000 €",5,"10,000 €",9,1 - Revenue,ARR,28806.92,TCV,Forecast,Unhide,1900-52,Euros,€,2021-02-11,
294,OPID294,CPY8251163,ArianeGroup SAS,Workflow | Cooling Channels,,Discovery,Markus Finke,,Active,8) Forecast (Renewal),,"Thursday, 31 March 2022"," 14,403.46 € ", ARR ,,,2,1,3,1,1,2,50%,#REF!,#REF!,," 7,201.73 € ",50%-75%,44621,Forecast,Revenue,#REF!,  ,"Thursday, 11 February 2021",> 2020,,2022-Q1,"200,000 €","140,000 €",19,"7,368 €",8,1 - Revenue,ARR,28806.92,,Forecast,Unhide,1900-52,Euros,€,2022-03-31,
295,OPID295,CPY8255224,Ashford Orthodontics Ltd.,Hollowing,,Clear Aligner,Sherman Lim,,Closed,3) Project Evaluation,E) no priority,," 10,000.00 € ",,,,2,1,,1,1,2,35%,#REF!,#REF!,," 3,500.00 € ",25%-50%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,18,0,3,#N/A,#N/A,10000,,Forecast,Unhide,1900-52,Euros,€,,
296,OPID296,CPY8255052,"Shanghai Smartee Denti-Technology Co.,Ltd.",Hollowing,,Clear Aligner,Sherman Lim,,Paused,3) Project Evaluation,J) have own solution,," 10,000.00 € ",,,,2,2,,1,1,2,40%,#REF!,#REF!,," 4,000.00 € ",25%-50%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,18,0,3,#N/A,#N/A,10000,,Forecast,Unhide,1900-52,Euros,€,,
297,OPID297,CPY8255502,Whitesmile Clear Orthodontic,Hollowing,,Clear Aligner,Sherman Lim,,Paused,4) Project Definition,I) missing technical features,," 10,000.00 € ",,,,2,2,,1,,,25%,#REF!,#REF!,," 2,500.00 € ",25%-50%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,18,0,4,#N/A,#N/A,10000,,Forecast,Unhide,1900-52,Euros,€,,
298,OPID298,CPY8255311,3D Future Technologies Private Limited,Hollowing,,Clear Aligner,Sherman Lim,,Paused,4) Project Definition,I) missing technical features,," 10,000.00 € ",,,,2,2,3,1,1,3,60%,#REF!,#REF!,," 6,000.00 € ",50%-75%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,18,0,4,#N/A,#N/A,10000,,Forecast,Unhide,1900-52,Euros,€,,
299,OPID299,CPY825925,Peak Sports,Footwear solution and insole mass customization,30 Jun 2020,Footwear,Yiyi Lin,Inbound | Partner,Active,6) Negotiation,,"Thursday, 31 March 2022"," 20,000.00 € ", ARR ,,,3,2,3,1,1,2,60%,#REF!,#REF!,," 12,000.00 € ",50%-75%,44621,Forecast,Revenue,#REF!,  ,"Thursday, 31 March 2022",> 2020,,2022-Q1,"200,000 €","10,000 €",11,909 €,6,1 - Revenue,ARR,20000,,Forecast,Unhide,2020-27,Euros,€,2022-03-31,2020-06-30
300,OPID300,Missing ID,Covestro Deutschland AG/China,Material Validation (Catchall for indirect sales),30 Jun 2020,Material Validation,Yiyi Lin,Existing Network,Active,3) Project Evaluation,,"Thursday, 31 March 2022"," 15,000.00 € ", ARR ,,,,,3,,,2,25%,#REF!,#REF!,," 3,750.00 € ",25%-50%,44621,Forecast,Revenue,#REF!,  ,"Thursday, 31 March 2022",> 2020,,2022-Q1,"200,000 €","10,000 €",11,909 €,3,1 - Revenue,ARR,15000,,Forecast,Unhide,2020-27,Euros,€,2022-03-31,2020-06-30
301,OPID301,CPY825284,BASF 3D Printing Solutions GmbH,Material Validation (Catchall for indirect sales),30 Jun 2020,Material Validation,Yiyi Lin,Existing Network,Active,3) Project Evaluation,,"Thursday, 31 March 2022"," 15,000.00 € ", ARR ,,,,,3,,,2,25%,#REF!,#REF!,," 3,750.00 € ",25%-50%,44621,Forecast,Revenue,#REF!,  ,"Thursday, 31 March 2022",> 2020,,2022-Q1,"200,000 €","10,000 €",11,909 €,3,1 - Revenue,ARR,15000,,Forecast,Unhide,2020-27,Euros,€,2022-03-31,2020-06-30
303,OPID303,CPY8255255,"inov-8, Inc.",Footwear Emboss and Lattice,,Footwear,Sherman Lim,,Paused,3) Project Evaluation,,"Friday, 24 December 2021"," 5,000.00 € ", ARR ,,,2,1,,1,3,2,45%,#REF!,#REF!,," 2,250.00 € ",25%-50%,44531,Forecast,Revenue,#REF!,  ,"Friday, 24 December 2021",> 2020,,2021-Q4,"250,000 €","25,000 €",9,"2,778 €",3,1 - Revenue,ARR,5000,,Forecast,Unhide,1900-52,Euros,€,2021-12-24,
305,OPID305,CPY8255206,Alpargatas S.A.,Hyperganic Emboss & Lattice,,Footwear,Joris Debo,,Active,3) Project Evaluation,,"Tuesday, 1 March 2022"," 10,000.00 € ",,,,2,2,2,2,2,4,70%,#REF!,#REF!,," 7,000.00 € ",50%-75%,44621,Forecast,Revenue,#REF!,  ,"Tuesday, 1 March 2022",> 2020,,2022-Q1,"200,000 €",0 €,16,0 €,3,#N/A,#N/A,10000,,Forecast,Unhide,1900-52,Euros,€,2022-03-01,
306,OPID306,CPY8255234,Salomon,Hyperganic Emboss & Lattice,,Footwear,Markus Finke,,Paused,3) Project Evaluation,,"Thursday, 1 December 2022"," 10,000.00 € ",,,,1,2,2,2,2,3,60%,#REF!,#REF!,," 6,000.00 € ",50%-75%,44896,Forecast,Revenue,#REF!,  ,"Thursday, 1 December 2022",> 2020,,2022-Q4,"500,000 €","350,000 €",7,"50,000 €",3,#N/A,#N/A,10000,,Forecast,Unhide,1900-52,Euros,€,2022-12-01,
307,OPID307,CPY8251027,Brooks Running,Hyperganic Emboss & Lattice,,Footwear,Markus Finke,,Active,9) Booked,,"Wednesday, 29 December 2021"," 16,386.00 € ", ARR ," 16,386.00 € ",,4,3,3,3,3,2,100%,#REF!,#REF!,," 16,386.00 € ",100%,44531,Forecast,Revenue,#REF!,  ,"Wednesday, 29 December 2021",> 2020,,2021-Q4,"250,000 €","175,000 €",10,"17,500 €",9,1 - Revenue,ARR,32772,TCV,Forecast,Unhide,1900-52,Euros,€,2021-12-29,
307,OPID307,CPY8251027,Brooks Running,Hyperganic Emboss & Lattice,,Footwear,Joris Debo,,Active,8) Forecast (Renewal),,"Thursday, 29 December 2022"," 16,386.00 € ", ARR ," 16,386.00 € ",,4,3,3,3,3,2,90%,#REF!,#REF!,," 14,747.40 € ",75%-99%,44896,Forecast,Revenue,#REF!,  ,"Wednesday, 29 December 2021",> 2020,,2022-Q4,"500,000 €",0 €,1,0 €,8,1 - Revenue,ARR,32772,TCV,Forecast,Unhide,1900-52,Euros,€,2022-12-29,
308,OPID308,CPY8255262,Scott Sports SA,Insoles,,Orthotics,Markus Finke,,Active,9) Booked,,"Thursday, 3 June 2021"," 24,325.20 € ", ARR ," 145,951.20 € ",,4,3,3,3,3,4,100%,#REF!,#REF!,," 24,325.20 € ",100%,44348,Forecast,Revenue,#REF!,  ,"Thursday, 3 June 2021",> 2020,,2021-Q2,"100,000 €","100,000 €",8,"12,500 €",9,1 - Revenue,ARR," 48,650.40 € ",TCV,Forecast,Unhide,1900-52,Euros,€,2021-06-03,
308,OPID308,CPY8255262,Scott Sports SA,Insoles,,Orthotics,Markus Finke,,Active,8) Forecast (Renewal),,"Monday, 3 June 2024"," 24,325.20 € ", ARR ,,,4,3,3,3,3,4,100%,#REF!,#REF!,," 24,325.20 € ",100%,45444,Forecast,Revenue,#REF!,  ,"Thursday, 3 June 2021",> 2020,,2024-Q2,,,2,0,8,1 - Revenue,ARR," 48,650.40 € ",,Forecast,Unhide,1900-52,Euros,€,2024-06-03,
310,OPID310,CPY8254966,VIVOBAREFOOT Limited,Emboss for Footwear,,Footwear,Markus Finke,,Active,9) Booked,,"Friday, 16 April 2021"," 7,504.00 € ", ARR ," 7,504.00 € ",,4,3,3,3,3,4,100%,#REF!,#REF!,," 7,504.00 € ",100%,44287,Forecast,Revenue,#REF!,  ,"Friday, 16 April 2021",> 2020,,2021-Q2,"100,000 €","100,000 €",8,"12,500 €",9,1 - Revenue,ARR,15008,TCV,Forecast,Unhide,1900-52,Euros,€,2021-04-16,
310,OPID310,CPY8254966,VIVOBAREFOOT Limited,Emboss for Footwear,,Footwear,Markus Finke,,Active,8) Forecast (Renewal),,"Saturday, 16 April 2022"," 7,504.00 € ", ARR ,,,4,3,3,3,3,4,100%,#REF!,#REF!,," 7,504.00 € ",100%,44652,Forecast,Revenue,#REF!,  ,"Friday, 16 April 2021",> 2020,,2022-Q2,"300,000 €","210,000 €",8,"26,250 €",8,1 - Revenue,ARR,15008,,Forecast,Unhide,1900-52,Euros,€,2022-04-16,
311,OPID311,CPY8255620,Schaeffler Technologies AG & Co. KG,PoC Cooling Channel,,Discovery,Markus Finke,,Active,9) Booked,,"Monday, 5 July 2021","8,110.70 €", ARR ," 24,332.10 € ",,2,3,3,3,3,4,100%,#REF!,#REF!,," 8,110.70 € ",100%,44378,Forecast,Revenue,#REF!,  ,"Monday, 5 July 2021",> 2020,,2021-Q3,"100,000 €","80,000 €",6,"13,333 €",9,1 - Revenue,ARR,38168,TCV,Forecast,Unhide,1900-52,Euros,€,2021-07-05,
311,OPID311,CPY8255620,Schaeffler Technologies AG & Co. KG,PoC Cooling Channel,,Discovery,Markus Finke,,Active,8) Forecast (Renewal),,"Wednesday, 5 July 2023","20,038.20 €", ARR ,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,45108,Forecast,Revenue,#REF!,  ,"Monday, 5 July 2021",> 2020,,2023-Q3,,,2,0,8,1 - Revenue,ARR,38168,,Forecast,Unhide,1900-52,Euros,€,2023-07-05,
311,OPID311,CPY8255620,Schaeffler Technologies AG & Co. KG,PoC Cooling Channel,,Discovery,Markus Finke,,Active,7) Project Implementation,,"Wednesday, 5 July 2023","10,019.10 €", ARR ,,,2,3,3,3,3,4,90%,#REF!,#REF!,," 9,017.19 € ",75%-99%,45108,Forecast,Revenue,#REF!,  ,"Monday, 5 July 2021",> 2020,,2023-Q3,,,2,0,7,1 - Revenue,ARR,38168,,Forecast,Unhide,1900-52,Euros,€,2023-07-05,
312,OPID312,CPY8255685,"Inditex, S.A.",Footwear Emboss and Lattice,,Footwear,Markus Finke,,Active,3) Project Evaluation,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
313,OPID313,CPY8255694,"Chongqing Longwan Sanwei Additive Technology Co., Ltd",Hyperganic Print | Resin,30 Jun 2020,Hyperganic print,Yiyi Lin,Inbound | Partner,Active,3) Project Evaluation,E) no priority,"Thursday, 31 March 2022"," 15,000.00 € ", ARR ,,,2,1,3,1,1,2,50%,#REF!,#REF!,," 7,500.00 € ",50%-75%,44621,Forecast,Revenue,#REF!,  ,"Thursday, 31 March 2022",> 2020,,2022-Q1,"200,000 €","10,000 €",11,909 €,3,1 - Revenue,ARR,15000,,Forecast,Unhide,2020-27,Euros,€,2022-03-31,2020-06-30
314,OPID314,CPY8255698,"Zhongshan Lifu Sporting Goods Co., Ltd.",Saddles,27 Apr 2020,Saddles,Yiyi Lin,Inbound | Partner,Active,9) Booked,,"Friday, 25 June 2021"," 3,930.00 € ", One-Time ," 3,930.00 € ",,4,3,3,3,3,4,100%,#REF!,#REF!,," 3,930.00 € ",100%,44348,Forecast,Revenue,#REF!,  ,"Friday, 25 June 2021",> 2020,,2021-Q2,"100,000 €",0 €,4,0 €,9,1 - Revenue,TCV,3930,TCV,Forecast,Unhide,2020-18,Euros,€,2021-06-25,2020-04-27
315,OPID315,CPY8255701,"EOS Optoelectronic Technology (Shanghai) Co., Ltd",Emboss and Lattice for Footwear,30 Jun 2020,Footwear,Yiyi Lin,Inbound | Partner,Active,3) Project Evaluation,C) no progress,"Thursday, 30 June 2022"," 5,000.00 € ",,,,2,1,,1,1,2,35%,#REF!,#REF!,," 1,750.00 € ",25%-50%,44713,Forecast,Revenue,#REF!,  ,"Thursday, 30 June 2022",> 2020,,2022-Q2,"300,000 €","15,000 €",10,"1,500 €",3,#N/A,#N/A,5000,,Forecast,Unhide,2020-27,Euros,€,2022-06-30,2020-06-30
317,OPID317,CPY8255684,Daniel Shirley,Emboss and Lattice for Footwear,,Footwear,Sherman Lim,,Active,9) Booked,,"Tuesday, 15 June 2021"," 1,092.40 € ", ARR ," 1,092.40 € ",,4,3,3,3,3,4,100%,#REF!,#REF!,," 1,092.40 € ",100%,44348,Forecast,Revenue,#REF!,  ,"Tuesday, 15 June 2021",> 2020,,2021-Q2,"100,000 €",0 €,4,0 €,9,1 - Revenue,ARR,2184.8,TCV,Forecast,Unhide,1900-52,Euros,€,2021-06-15,
317,OPID317,CPY8255684,Daniel Shirley,Emboss and Lattice for Footwear,,Footwear,Sherman Lim,,Active,8) Forecast (Renewal),,"Wednesday, 15 June 2022"," 1,092.40 € ", ARR ,,,4,3,3,3,3,4,100%,#REF!,#REF!,," 1,092.40 € ",100%,44713,Forecast,Revenue,#REF!,  ,"Tuesday, 15 June 2021",> 2020,,2022-Q2,"300,000 €","30,000 €",21,"1,429 €",8,1 - Revenue,ARR,2184.8,,Forecast,Unhide,1900-52,Euros,€,2022-06-15,
318,OPID318,CPY8255710,Finn Rush-Taylor Studio Ltd,Emboss and Lattice for Footwear,,Footwear,Sherman Lim,,Closed,5) Pilot,B) no budget / resources,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,18,0,5,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
319,OPID319,CPY8255712,Daimler AG,Surface Pattering,,Discovery,Markus Finke,,Active,4) Project Definition,,"Thursday, 3 March 2022"," 15,000.00 € ", ARR ,,,2,3,3,,,2,50%,#REF!,#REF!,," 7,500.00 € ",50%-75%,44621,Forecast,Revenue,#REF!,  ,"Thursday, 3 March 2022",> 2020,,2022-Q1,"200,000 €","140,000 €",19,"7,368 €",4,1 - Revenue,ARR,15000,,Forecast,Unhide,1900-52,Euros,€,2022-03-03,
320,OPID320,CPY8255621,DXC Technology,SKF Ball Bearings,,Discovery,Markus Finke,,Active,3) Project Evaluation,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
322,OPID322,CPY8255330,SQlab GmbH,Hyperganic Insole,15 Oct 2021,Insole,Abhishek Parekh,,Active,4) Project Definition,,"Wednesday, 30 March 2022"," 25,000.00 € ", ARR ,,,,,,,,,60%,#REF!,#REF!,," 15,000.00 € ",50%-75%,44621,Forecast,Revenue,#REF!,  ,"Wednesday, 30 March 2022",> 2020,,2022-Q1,"200,000 €","30,000 €",13,"2,308 €",4,1 - Revenue,ARR,25000,,Forecast,Unhide,2021-41,Euros,€,2022-03-30,2021-10-15
323,OPID323,CPY8255262,Scott Sports SA,Hyperganic Emboss for Footwear,,Footwear,Joris Debo,,Active,5) Pilot,,"Monday, 28 February 2022"," 5,000.00 € ", ARR ,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44593,Forecast,Revenue,#REF!,  ,"Monday, 28 February 2022",> 2020,,2022-Q1,"200,000 €",0 €,16,0 €,5,1 - Revenue,ARR,5000,,Forecast,Unhide,1900-52,Euros,€,2022-02-28,
324,OPID324,CPY8255714,framas Kunststofftechnik GmbH,Emboss and Mold Design for Footwear,,Footwear,Markus Finke,,Closed,3) Project Evaluation,M) waiting for completion of other project,"Wednesday, 1 December 2021"," 15,000.00 € ",,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44531,Forecast,Revenue,#REF!,  ,"Wednesday, 1 December 2021",> 2020,,2021-Q4,"250,000 €","175,000 €",10,"17,500 €",3,#N/A,#N/A,15000,,Forecast,Unhide,1900-52,Euros,€,2021-12-01,
325,OPID325,CPY82560,Formlabs,Catchall for indirect leads,01 Aug 2021,Insole,Abhishek Parekh,,Active,3) Project Evaluation,,"Monday, 30 May 2022"," 20,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 5,000.00 € ",25%-50%,44682,Forecast,Revenue,#REF!,  ,"Monday, 30 May 2022",> 2020,,2022-Q2,"300,000 €","45,000 €",14,"3,214 €",3,1 - Revenue,ARR,20000,,Forecast,Unhide,2021-30,Euros,€,2022-05-30,2021-08-01
326,OPID326,CPY8255464,Columbia Sportswear Company,Emboss and Lattice for Footwear,,Footwear,Sherman Lim,,Closed,3) Project Evaluation,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,18,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
327,OPID327,CPY8255705,ILIJA NIKOLIC,Emboss and Lattice for Footwear,,Footwear,Sherman Lim,,Closed,3) Project Evaluation,C) no progress,"Monday, 30 August 2021"," 1,000.00 € ",,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44409,Forecast,Revenue,#REF!,  ,"Monday, 30 August 2021",> 2020,,2021-Q3,"100,000 €","10,000 €",4,"2,500 €",3,#N/A,#N/A,1000,,Forecast,Unhide,1900-52,Euros,€,2021-08-30,
328,OPID328,CPY8255483,MAGARIMONO Inc.,Emboss and Lattice for Footwear,,Footwear,Sherman Lim,Outreach | Cold,Closed,3) Project Evaluation,A) no strategic match,"Wednesday, 15 December 2021"," 1,000.00 € ",,,,2,2,3,1,1,2,55%,#REF!,#REF!,, 550.00 € ,50%-75%,44531,Forecast,Revenue,#REF!,  ,"Wednesday, 15 December 2021",> 2020,,2021-Q4,"250,000 €","25,000 €",9,"2,778 €",3,#N/A,#N/A,1000,,Forecast,Unhide,1900-52,Euros,€,2021-12-15,
329,OPID329,CPY8255714,framas Kunststofftechnik GmbH,Injection Molding and Emboss for Footwear,,Tool Making,Markus Finke,Existing Network,Active,3) Project Evaluation,,"Monday, 28 February 2022"," 25,000.00 € ",,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44593,Forecast,Revenue,#REF!,  ,"Monday, 28 February 2022",> 2020,,2022-Q1,"200,000 €","140,000 €",19,"7,368 €",3,#N/A,#N/A,25000,,Forecast,Unhide,1900-52,Euros,€,2022-02-28,
330,OPID330,CPY8255719,Fixie Ltd.,Fixing Architectural Models,,Architecture,Markus Finke,Existing Network,Paused,4) Project Definition,I) missing technical features,"Wednesday, 15 December 2021"," 20,000.00 € ", ARR ,,,,2,3,,,4,45%,#REF!,#REF!,," 9,000.00 € ",25%-50%,44531,Forecast,Revenue,#REF!,  ,"Wednesday, 15 December 2021",> 2020,,2021-Q4,"250,000 €","175,000 €",10,"17,500 €",4,1 - Revenue,ARR,20000,,Forecast,Unhide,1900-52,Euros,€,2021-12-15,
